#{"t_start": 1608115272.767342, "env_id": "multicomp/SumoAnts-v0"}
r,l,t,r0,r1
-290.821911,368,21.707367,1282.062732,-290.821911
-57.384092,359,40.265868,1272.942277,-57.384092
-144.254172,463,65.260367,1926.252668,-144.254172
-101.181158,340,83.155051,1111.439523,-101.181158
-343.702168,203,93.66624,824.894954,-343.702168
21.93567,307,109.593683,2179.472118,21.93567
261.701908,500,137.579238,182.654398,261.701908
-366.268947,197,148.615349,699.347628,-366.268947
-142.424823,351,168.21457,2285.127953,-142.424823
-398.454822,268,182.628766,1011.745422,-398.454822
-174.360238,217,194.637562,1978.988878,-174.360238
-709.703319,155,203.438879,420.677036,-709.703319
-760.925295,100,208.851557,262.395303,-760.925295
632.996373,500,237.898771,1223.621323,632.996373
-558.73115,140,246.312462,421.936802,-558.73115
-838.707297,151,254.767779,550.47444,-838.707297
769.71921,500,283.604769,759.993372,769.71921
-815.650236,44,286.508483,1184.780824,-815.650236
-140.466092,282,303.114239,995.600238,-140.466092
-375.453311,217,315.76524,1570.618385,-375.453311
340.186516,500,345.255758,693.434513,340.186516
765.915602,500,374.954977,689.313741,765.915602
-420.413531,257,390.185562,1170.473075,-420.413531
-800.72689,71,394.104771,1317.850417,-800.72689
805.591586,500,424.291977,1103.392551,805.591586
455.294026,495,453.806483,1894.519333,455.294026
-129.946117,406,477.731064,1013.15091,-129.946117
1192.452678,57,480.687279,-808.950721,1192.452678
-350.539658,296,496.478647,838.093816,-350.539658
176.992044,500,522.82537,1048.098133,176.992044
-731.982234,144,530.706563,593.405428,-731.982234
-608.592449,155,539.650534,611.390878,-608.592449
969.917548,500,569.468422,602.609948,969.917548
-430.968768,216,582.357024,859.39901,-430.968768
738.493935,500,611.302145,412.881224,738.493935
-382.731982,284,627.371669,1059.7085,-382.731982
480.140258,418,650.882395,1435.390225,480.140258
410.385084,500,678.089234,429.20965,410.385084
-535.908912,157,686.623046,666.136702,-535.908912
748.078216,500,714.48956,1026.338773,748.078216
-315.020472,209,726.171072,607.707185,-315.020472
-52.479586,343,745.594204,1556.4539,-52.479586
962.735569,500,774.111546,1048.271822,962.735569
366.863769,467,800.645893,1481.629617,366.863769
-367.621034,249,815.718819,1900.829692,-367.621034
-883.732573,101,821.649025,318.001414,-883.732573
97.718427,374,842.441669,2594.931794,97.718427
-256.339455,245,855.928722,875.410951,-256.339455
-526.065522,144,864.057886,537.913044,-526.065522
616.956257,500,893.04411,864.156863,616.956257
-793.873524,94,898.486967,258.300646,-793.873524
537.886378,500,927.753832,123.975401,537.886378
611.266971,500,956.860382,853.672723,611.266971
1333.423719,87,961.750315,-714.537578,1333.423719
-297.260197,252,976.95393,855.597641,-297.260197
1314.11707,89,982.062173,-633.555993,1314.11707
-448.351598,275,998.213774,1032.394418,-448.351598
336.551982,372,1020.28202,2603.681381,336.551982
684.062565,500,1049.311638,501.363505,684.062565
12.599317,286,1066.049452,1189.028062,12.599317
87.640459,381,1087.464389,1510.149833,87.640459
691.834736,500,1116.756133,1210.354888,691.834736
-86.297789,324,1135.955436,1158.046506,-86.297789
307.627111,407,1159.660306,1514.909963,307.627111
1323.433733,86,1164.722003,-650.909317,1323.433733
409.740786,484,1192.10529,1966.76897,409.740786
1185.838892,47,1194.694947,-789.739672,1185.838892
1334.878705,96,1199.944819,-578.238038,1334.878705
-9.885519,306,1216.858586,2211.522419,-9.885519
-486.174547,228,1229.920432,707.828955,-486.174547
292.685701,426,1254.496499,2549.737061,292.685701
-648.194927,116,1260.99809,1540.182975,-648.194927
-731.402042,71,1265.030989,1295.146864,-731.402042
1160.193183,43,1267.369958,-804.676407,1160.193183
235.796357,500,1295.497536,974.878533,235.796357
99.406064,407,1318.281099,1353.416275,99.406064
-26.642024,410,1341.272332,1203.832408,-26.642024
-713.242916,148,1350.018988,381.246512,-713.242916
-264.726658,313,1367.885287,1187.081066,-264.726658
157.709716,322,1386.069123,2179.755316,157.709716
-829.890752,106,1391.864595,445.268091,-829.890752
-274.814521,356,1411.840901,928.075061,-274.814521
416.40642,500,1439.424237,-11.797017,416.40642
-122.536497,340,1458.327908,1161.679223,-122.536497
743.975877,500,1487.196452,781.744819,743.975877
-214.061677,393,1510.474875,724.643633,-214.061677
-263.527242,426,1535.998589,1131.235218,-263.527242
51.394701,436,1561.542474,1730.641192,51.394701
495.3164,442,1586.663314,2800.237443,495.3164
-618.667121,137,1594.07214,606.024592,-618.667121
-427.484043,235,1606.958781,690.050537,-427.484043
388.26858,500,1634.728864,687.212363,388.26858
457.133486,500,1661.979762,656.837376,457.133486
849.021128,500,1690.238001,677.23545,849.021128
-686.663601,191,1701.552423,802.813371,-686.663601
-899.600457,106,1707.97828,190.280078,-899.600457
197.289294,424,1732.685942,1442.773014,197.289294
497.436044,500,1762.376944,883.690945,497.436044
641.371615,500,1792.312056,1130.930953,641.371615
-614.821542,110,1798.742924,449.029897,-614.821542
171.815357,452,1824.991444,1630.82853,171.815357
-361.28959,204,1836.154602,1810.161405,-361.28959
537.157719,500,1863.643081,449.535798,537.157719
393.062293,124,1870.688139,-780.731421,393.062293
-710.770706,155,1879.382642,494.993656,-710.770706
-844.373485,48,1882.163311,1197.211707,-844.373485
423.822383,500,1911.6553,626.383839,423.822383
198.998722,376,1934.646061,2570.462954,198.998722
1259.73338,91,1939.878575,-668.309535,1259.73338
-407.433643,157,1949.193109,1539.861653,-407.433643
540.623656,441,1975.265676,2803.556022,540.623656
386.740013,488,2003.547367,1549.62355,386.740013
707.554219,500,2031.574491,100.413354,707.554219
766.391922,459,2057.388478,1435.977708,766.391922
1024.058472,500,2087.31498,693.018433,1024.058472
1151.884168,43,2090.022109,-816.518695,1151.884168
-544.730758,163,2099.609375,311.296449,-544.730758
-682.220996,89,2104.85139,1395.916423,-682.220996
-697.237284,134,2112.359945,558.487747,-697.237284
-210.204712,284,2128.421318,1952.900324,-210.204712
245.35109,424,2153.071308,1574.723641,245.35109
-722.764617,90,2158.207093,1374.379188,-722.764617
161.136221,397,2181.522896,1395.299928,161.136221
-396.588056,230,2194.908867,850.936065,-396.588056
-111.670361,392,2218.652921,2116.099233,-111.670361
601.608336,500,2247.062581,1116.154849,601.608336
699.731505,500,2275.008059,625.578433,699.731505
1173.034237,48,2277.638645,-849.460556,1173.034237
-326.09156,336,2297.443702,1013.731678,-326.09156
-643.437002,102,2303.434587,350.016791,-643.437002
1168.195107,43,2306.068846,-815.208683,1168.195107
888.036097,500,2336.013963,836.928556,888.036097
363.438551,500,2365.005024,269.886156,363.438551
783.005852,500,2393.326067,1042.427111,783.005852
106.736303,500,2422.384559,377.182882,106.736303
281.301518,500,2451.590618,295.459139,281.301518
-329.045226,219,2464.750058,1848.347689,-329.045226
192.965216,500,2492.068779,165.784935,192.965216
744.154184,500,2519.826814,582.897162,744.154184
-863.980844,89,2525.19691,273.863393,-863.980844
552.283926,500,2552.815463,262.334498,552.283926
-462.896679,186,2563.319127,1688.233657,-462.896679
282.505544,500,2592.090677,527.778814,282.505544
400.132498,367,2614.75927,2430.541137,400.132498
636.709249,500,2645.778787,918.525107,636.709249
416.666613,115,2652.480714,-631.105252,416.666613
511.334018,500,2682.182243,200.456731,511.334018
1563.420708,197,2693.779844,-116.867814,1563.420708
296.053413,500,2722.077077,133.1648,296.053413
-488.338717,180,2732.201542,627.935248,-488.338717
714.03977,500,2760.573256,507.169649,714.03977
231.292304,500,2788.468282,844.145641,231.292304
454.726777,500,2816.32476,1046.58126,454.726777
-589.524216,293,2833.179559,772.264403,-589.524216
-266.474424,236,2846.239391,1994.171743,-266.474424
469.181831,500,2875.510178,683.249414,469.181831
-426.475116,248,2890.06761,781.18666,-426.475116
201.523784,500,2918.572872,246.558614,201.523784
-620.398975,199,2929.964987,682.109283,-620.398975
-533.085687,157,2938.955212,599.744405,-533.085687
229.197662,389,2961.966211,692.252012,229.197662
1126.614298,49,2964.808714,-803.0286,1126.614298
1162.51447,44,2967.471491,-829.140123,1162.51447
-485.32515,210,2980.148437,630.645059,-485.32515
404.468572,107,2986.22555,-712.62588,404.468572
-167.678624,302,3003.977985,2142.259252,-167.678624
304.113355,500,3031.749739,383.168577,304.113355
112.245368,500,3061.066258,1029.56357,112.245368
-667.850053,116,3067.51274,411.583614,-667.850053
-557.955106,140,3075.185736,1635.13259,-557.955106
423.93558,500,3103.826032,384.358009,423.93558
-862.708208,43,3106.306325,1118.632639,-862.708208
-647.653941,178,3116.920929,597.770513,-647.653941
-894.106829,36,3119.020553,1149.801287,-894.106829
746.27329,500,3147.037272,1235.81177,746.27329
-716.736539,102,3152.746801,460.324716,-716.736539
389.141987,500,3180.953264,332.120298,389.141987
-369.829194,282,3196.710942,750.4724,-369.829194
201.941179,500,3224.335792,968.907199,201.941179
406.21113,500,3252.934015,1092.05347,406.21113
-51.224283,320,3270.691956,1424.749162,-51.224283
590.429132,500,3300.019264,770.16832,590.429132
272.272163,386,3322.880125,2361.805445,272.272163
929.786175,500,3352.564177,338.787432,929.786175
199.041975,51,3355.408229,-788.880704,199.041975
675.365675,500,3384.010966,716.688309,675.365675
108.673315,500,3413.305134,165.744031,108.673315
298.439193,383,3435.018672,2231.107095,298.439193
294.387065,500,3463.307645,119.755408,294.387065
636.129608,500,3493.862604,1180.099035,636.129608
72.903424,500,3523.605239,283.41408,72.903424
-485.381082,218,3536.549699,992.444018,-485.381082
1047.527925,500,3567.0119,437.654403,1047.527925
-283.49491,242,3581.170462,851.476983,-283.49491
114.629886,286,3709.529466,2181.613572,114.629886
-186.327508,365,3730.591254,1347.291107,-186.327508
471.246498,500,3758.738661,944.595597,471.246498
493.176953,500,3786.46832,782.579523,493.176953
961.627832,500,3814.185122,650.388411,961.627832
655.742413,500,3843.129324,669.369173,655.742413
-270.797588,397,3866.608783,2242.297897,-270.797588
737.008371,500,3894.939603,959.040386,737.008371
435.882377,500,3922.536352,906.055431,435.882377
846.51218,500,3951.866792,872.418219,846.51218
855.602594,500,3980.183812,1201.744579,855.602594
-100.423844,278,3995.635913,1068.107786,-100.423844
417.132643,500,4023.729078,604.065282,417.132643
875.8422,500,4052.305295,800.863699,875.8422
268.090486,101,4057.944427,-733.80607,268.090486
452.018249,121,4064.82573,-677.942869,452.018249
-619.393884,230,4077.383904,491.688847,-619.393884
2777.20621,433,4101.214079,584.580626,2777.20621
891.489242,500,4129.401036,748.074408,891.489242
