#{"t_start": 1608115272.8862479, "env_id": "multicomp/SumoAnts-v0"}
r,l,t,r0,r1
672.427695,500,28.555402,1091.750092,672.427695
-631.35003,125,34.913475,436.67844,-631.35003
-742.305624,99,40.018802,408.948728,-742.305624
594.985648,500,66.851104,863.885866,594.985648
-395.579243,244,79.837082,891.979276,-395.579243
-193.461346,215,91.013729,1755.82773,-193.461346
-787.950682,145,98.469619,487.303507,-787.950682
-260.070434,232,110.839355,751.530665,-260.070434
-624.629372,153,119.093712,538.056353,-624.629372
425.239087,500,147.189225,-51.46332,425.239087
906.217438,500,174.875253,554.451835,906.217438
-602.563866,210,186.229172,635.906415,-602.563866
-635.231216,127,193.294582,515.550566,-635.231216
253.474366,352,212.961423,2521.206417,253.474366
-842.856583,103,218.58202,346.715788,-842.856583
-160.49744,260,234.107535,1998.337647,-160.49744
-355.750221,261,249.52913,862.17953,-355.750221
1341.536737,103,255.201914,-562.327091,1341.536737
-768.173705,77,259.528422,1318.901504,-768.173705
-838.391481,111,266.042741,305.529967,-838.391481
-701.510765,132,273.786725,408.461219,-701.510765
87.14944,337,293.584671,992.078832,87.14944
-428.714813,308,311.52943,1841.363623,-428.714813
676.543145,500,340.872913,404.307272,676.543145
735.876629,491,370.360678,2830.720668,735.876629
792.326423,500,399.611199,725.678812,792.326423
-206.522151,232,413.815557,1901.965408,-206.522151
-569.940686,269,429.896835,702.795456,-569.940686
-699.89539,107,436.39326,417.957927,-699.89539
1035.338812,500,466.47954,277.103867,1035.338812
-499.082094,192,477.296255,838.519946,-499.082094
-396.938912,184,487.201746,659.348524,-396.938912
737.205294,500,513.309347,667.58273,737.205294
-798.704568,98,518.42139,300.706526,-798.704568
815.925322,500,546.917532,114.526322,815.925322
-596.456611,151,556.072907,529.262278,-596.456611
230.268603,70,560.161523,-864.121685,230.268603
-593.003558,242,574.375576,909.119255,-593.003558
-359.813576,218,587.324687,932.802046,-359.813576
639.199754,500,616.348874,740.246317,639.199754
165.275256,500,644.612789,148.048854,165.275256
1170.341666,42,646.851076,-840.383087,1170.341666
-717.590009,117,653.239549,1441.340851,-717.590009
678.659467,500,680.355328,920.964728,678.659467
-628.801771,104,686.130866,1441.135203,-628.801771
907.016998,500,713.940828,485.050933,907.016998
-824.47385,42,716.346828,1166.936982,-824.47385
-161.404574,324,734.813269,1013.652103,-161.404574
758.514243,500,762.932452,856.644633,758.514243
-600.391692,116,769.410137,1407.72688,-600.391692
-283.07254,348,789.484405,1066.097522,-283.07254
-109.514234,287,805.872944,966.261406,-109.514234
-161.873464,304,824.111315,1308.944168,-161.873464
-424.5085,232,837.17406,704.1616,-424.5085
-680.179122,185,847.193434,502.019734,-680.179122
-566.540849,140,854.930929,1572.963069,-566.540849
807.356211,500,883.842038,869.587622,807.356211
-122.044399,287,900.166794,1126.406123,-122.044399
-357.303244,165,910.059904,1680.64282,-357.303244
-648.509654,130,917.775421,407.20673,-648.509654
515.505917,415,942.091883,1173.620889,515.505917
-669.157647,146,950.413455,448.966508,-669.157647
-766.585867,144,958.48262,394.773683,-766.585867
541.035302,500,987.752493,752.450266,541.035302
-711.669049,157,997.316568,519.47464,-711.669049
1242.463891,68,1001.100148,-740.217415,1242.463891
-129.406399,437,1027.097165,1532.698047,-129.406399
589.500407,500,1056.499147,938.987511,589.500407
312.211633,500,1084.610873,564.618504,312.211633
-129.690881,500,1113.823334,216.972631,-129.690881
70.203295,63,1117.487049,-904.958249,70.203295
-822.704516,137,1125.49142,314.289552,-822.704516
-860.950134,37,1127.68148,1154.988007,-860.950134
-539.51217,287,1144.691832,753.510202,-539.51217
-554.953225,207,1156.890484,827.777145,-554.953225
380.154693,409,1180.2838,1373.929228,380.154693
162.213925,349,1199.729907,2473.378875,162.213925
322.396525,500,1227.739875,649.8808,322.396525
807.279447,500,1256.464802,1150.620785,807.279447
-766.25867,86,1261.330255,293.258229,-766.25867
-296.968436,360,1281.822466,1065.091552,-296.968436
-520.47924,224,1294.221259,956.807809,-520.47924
-763.885025,139,1301.743199,512.897133,-763.885025
337.834012,454,1327.213381,1734.041576,337.834012
470.093584,500,1355.864889,227.612161,470.093584
-812.291892,50,1358.703299,1210.015673,-812.291892
626.576021,500,1387.057561,754.270341,626.576021
519.504104,500,1414.933932,680.099349,519.504104
-801.035686,51,1417.695114,1207.759499,-801.035686
-418.191696,183,1427.769577,659.673867,-418.191696
91.402209,500,1455.277925,430.951984,91.402209
93.728728,391,1477.821793,2347.127388,93.728728
911.871655,500,1507.379625,569.488775,911.871655
-838.00282,93,1512.855703,236.17363,-838.00282
241.195953,345,1533.650869,1229.469203,241.195953
-111.333571,282,1550.28492,2100.252265,-111.333571
-381.622916,202,1561.958655,825.410415,-381.622916
-259.683854,222,1574.833548,1998.926765,-259.683854
623.123247,500,1602.422135,1027.653021,623.123247
-853.368398,40,1604.631362,1152.145713,-853.368398
294.828531,367,1624.639377,2591.46282,294.828531
1307.666243,82,1629.087229,-671.25586,1307.666243
-344.593161,215,1641.313064,855.292069,-344.593161
522.963657,500,1668.896686,222.243946,522.963657
-530.529428,128,1676.11207,516.352125,-530.529428
421.617004,460,1702.672435,2710.794026,421.617004
1196.861539,55,1705.889211,-771.825484,1196.861539
-389.693515,268,1721.434192,1022.411165,-389.693515
-684.775105,129,1729.113569,419.145379,-684.775105
586.592102,500,1758.735406,378.279329,586.592102
1148.660312,48,1761.618062,-809.982424,1148.660312
-574.632739,305,1780.247745,591.09384,-574.632739
734.297004,500,1809.594286,164.61131,734.297004
176.365837,500,1837.651662,606.266853,176.365837
-186.250802,281,1853.033624,1240.283251,-186.250802
1162.685456,48,1855.527869,-844.573559,1162.685456
207.772359,103,1861.313133,-780.431287,207.772359
1192.721795,53,1864.222996,-787.847123,1192.721795
365.1923,500,1893.189729,587.394058,365.1923
417.68992,500,1922.890557,331.560733,417.68992
-475.864536,297,1940.761303,1167.850825,-475.864536
231.908587,477,1969.023349,1532.676194,231.908587
47.399849,311,1987.302817,2264.662127,47.399849
692.205092,500,2015.756955,477.393446,692.205092
535.509146,500,2043.760042,898.822006,535.509146
862.793686,500,2072.614167,991.641613,862.793686
-102.09196,295,2090.599954,1194.071903,-102.09196
509.43199,460,2116.899238,2756.741249,509.43199
-408.832237,226,2129.799392,838.816204,-408.832237
-666.396664,99,2135.344656,1355.167083,-666.396664
134.810256,380,2157.675293,2302.193088,134.810256
614.711869,500,2186.983407,106.004735,614.711869
-844.152628,45,2189.427685,1189.874682,-844.152628
-614.143569,126,2196.845315,1457.49314,-614.143569
-177.307358,500,2226.856229,369.867473,-177.307358
-647.251091,153,2235.736036,1619.78235,-647.251091
-706.374438,118,2242.270956,380.391967,-706.374438
893.893571,500,2269.960676,868.538729,893.893571
-583.170214,172,2279.718592,405.163197,-583.170214
-291.777105,229,2293.349024,1047.154808,-291.777105
-23.878903,500,2323.449405,1071.153068,-23.878903
164.89852,500,2352.934083,289.186833,164.89852
645.201853,500,2380.990057,1096.881842,645.201853
280.348977,360,2401.396929,2275.160436,280.348977
881.606695,500,2430.51288,1021.485738,881.606695
485.875903,500,2459.937069,915.160727,485.875903
-234.416089,247,2474.178214,1006.980306,-234.416089
-832.72797,52,2476.960891,1170.508234,-832.72797
-563.656133,131,2484.168793,511.121474,-563.656133
355.005984,500,2511.77852,902.293088,355.005984
676.032115,500,2539.973485,458.438587,676.032115
452.070334,500,2567.735605,875.341135,452.070334
630.394059,500,2596.817239,621.809346,630.394059
317.204982,394,2621.519169,1407.74207,317.204982
486.743017,500,2652.025114,1132.902756,486.743017
238.389734,408,2676.474334,2455.958747,238.389734
268.691419,500,2705.684143,904.128635,268.691419
-725.394972,95,2710.936558,419.185257,-725.394972
-760.473211,132,2718.1147,347.108876,-760.473211
1091.480156,500,2746.415638,930.77332,1091.480156
711.360168,500,2774.45663,634.042008,711.360168
-578.918599,140,2782.493675,460.901874,-578.918599
487.01316,500,2810.385107,911.145632,487.01316
126.691814,386,2832.2182,1595.038583,126.691814
-666.07439,102,2838.026834,1382.229713,-666.07439
2.792671,500,2866.858638,822.182744,2.792671
-235.376419,250,2881.448992,2046.137516,-235.376419
809.036311,500,2910.154272,906.143016,809.036311
-831.933206,96,2915.660072,309.609861,-831.933206
356.107131,500,2944.735297,1044.198871,356.107131
-622.279696,213,2957.232116,650.986949,-622.279696
-275.369859,412,2981.468405,995.491366,-275.369859
377.639648,500,3010.443252,106.171819,377.639648
-873.173546,43,3012.744334,1176.666574,-873.173546
633.097169,500,3040.980197,123.071837,633.097169
-840.323065,55,3044.482732,1205.613945,-840.323065
319.458745,500,3072.882561,299.132619,319.458745
-675.144425,184,3082.931869,639.749559,-675.144425
110.932623,500,3112.521588,225.661603,110.932623
154.256009,412,3135.710089,1464.35419,154.256009
158.019069,500,3163.853609,355.858407,158.019069
709.685266,500,3191.847955,844.719133,709.685266
1274.302919,68,3195.638304,-707.604453,1274.302919
613.379121,500,3223.321426,910.901465,613.379121
790.364724,500,3251.836699,272.892516,790.364724
-826.872666,122,3258.541473,371.833257,-826.872666
-727.303137,165,3267.853172,411.775543,-727.303137
106.76858,500,3296.727346,492.682546,106.76858
381.332699,133,3304.881555,-595.761595,381.332699
-114.573093,327,3324.189876,922.291706,-114.573093
-309.808743,210,3336.703592,459.699693,-309.808743
582.41455,500,3365.791535,389.199421,582.41455
-419.863809,226,3378.756927,897.216688,-419.863809
273.757917,77,3383.186721,-683.813259,273.757917
963.575718,500,3412.434126,1010.684813,963.575718
783.922381,500,3440.855653,1004.371007,783.922381
-612.540795,127,3447.925352,459.50306,-612.540795
-69.460847,305,3465.370442,1210.068197,-69.460847
-783.731991,163,3475.281793,488.424743,-783.731991
-232.592897,267,3491.705631,2069.728048,-232.592897
1.841559,344,3512.28096,1387.498253,1.841559
-712.816973,82,3517.125974,330.92836,-712.816973
476.596933,500,3547.064379,321.662264,476.596933
653.899384,500,3577.009585,687.908887,653.899384
1190.50737,53,3580.132702,-790.057565,1190.50737
-157.029038,396,3715.004193,1717.936427,-157.029038
22.0757,500,3743.265052,1090.908458,22.0757
917.245841,500,3771.393707,744.931483,917.245841
772.701817,500,3798.878545,639.721466,772.701817
214.198915,55,3801.822474,-772.529369,214.198915
-334.264996,299,3818.510843,1235.129831,-334.264996
